Search Type,Time,Start,End,Number of Nodes,Path,Distance,Total Nodes Visited
BFS Recursive,0,4,14,15,4->3->8->2->7->12->1->6->11->16->5->10->15->9->14,3,15,Adjacency List
BFS Recursive,0,14,4,16,14->10->13->15->6->9->11->16->2->5->7->12->1->3->8->4,4,16,Matrix
BFS Recursive,0,4,14,15,4->3->8->2->7->12->1->6->11->16->5->10->15->9->14,3,15,Matrix
BFS Recursive,0,16,4,10,16->15->12->14->11->8->13->10->7->4,3,10,Adjacency List
BFS Recursive,0,4,16,10,4->3->8->2->7->12->1->6->11->16,3,10,Adjacency List
BFS Recursive,0,16,4,7,16->12->15->8->11->14->4,3,7,Matrix
BFS Recursive,0,4,16,10,4->3->8->2->7->12->1->6->11->16,3,10,Matrix
BFS Recursive,0,3,3,1,3,0,1,Adjacency List
BFS Recursive,0,3,3,1,3,0,1,Adjacency List
BFS Recursive,0,3,3,1,3,0,1,Matrix
BFS Recursive,0,3,3,1,3,0,1,Matrix
BFS Recursive,0,7,2,6,7->3->6->11->8->2,6,6,Adjacency List
BFS Recursive,0,2,7,7,2->1->6->3->5->10->7,4,7,Adjacency List
BFS Recursive,0,7,2,6,7->3->6->8->11->2,6,6,Matrix
BFS Recursive,0,2,7,7,2->1->3->6->5->4->7,4,7,Matrix
BFS Recursive,0,14,13,2,14->13,4,2,Adjacency List
BFS Recursive,0,13,14,3,13->9->14,3,3,Adjacency List
BFS Recursive,0,14,13,3,14->10->13,4,3,Matrix
BFS Recursive,0,13,14,3,13->9->14,3,3,Matrix
BFS Recursive,0,5,14,10,5->1->6->9->2->10->7->13->3->14,5,10,Adjacency List
BFS Recursive,0,14,5,9,14->13->10->15->9->6->11->16->5,4,9,Adjacency List
BFS Recursive,0,5,14,12,5->1->6->9->2->7->10->13->3->8->11->14,5,12,Matrix
BFS Recursive,0,14,5,10,14->10->13->15->6->9->11->16->2->5,4,10,Matrix
BFS Recursive,0,3,7,3,3->2->7,4,3,Adjacency List
BFS Recursive,0,7,3,2,7->3,6,2,Adjacency List
BFS Recursive,0,3,7,4,3->2->4->7,4,4,Matrix
BFS Recursive,0,7,3,2,7->3,6,2,Matrix
BFS Recursive,0,14,1,13,14->13->10->15->9->6->11->16->5->2->7->12->1,4,13,Adjacency List
BFS Recursive,0,1,14,11,1->2->5->6->3->9->10->7->4->13->14,3,11,Adjacency List
BFS Recursive,0,14,1,13,14->10->13->15->6->9->11->16->2->5->7->12->1,4,13,Matrix
BFS Recursive,0,1,14,13,1->2->5->3->6->9->4->7->10->13->8->11->14,3,13,Matrix
BFS Recursive,0,3,14,14,3->2->7->4->1->6->11->8->5->10->15->12->9->14,4,14,Adjacency List
BFS Recursive,0,14,3,14,14->13->10->15->9->6->11->16->5->2->7->12->1->3,4,14,Adjacency List
BFS Recursive,0,3,14,14,3->2->4->7->1->6->8->11->5->10->12->15->9->14,4,14,Matrix
BFS Recursive,0,14,3,14,14->10->13->15->6->9->11->16->2->5->7->12->1->3,4,14,Matrix
BFS Recursive,0,10,16,15,10->6->9->14->11->2->5->7->13->15->12->1->3->8->16,6,15,Adjacency List
BFS Recursive,0,16,10,8,16->15->12->14->11->8->13->10,3,8,Adjacency List
BFS Recursive,0,10,16,15,10->6->9->11->14->2->5->7->13->12->15->1->3->8->16,6,15,Matrix
BFS Recursive,0,16,10,9,16->12->15->8->11->14->4->7->10,3,9,Matrix
BFS Recursive,0,16,10,8,16->15->12->14->11->8->13->10,3,8,Adjacency List
BFS Recursive,0,10,16,15,10->6->9->14->11->2->5->7->13->15->12->1->3->8->16,6,15,Adjacency List
BFS Recursive,0,16,10,9,16->12->15->8->11->14->4->7->10,3,9,Matrix
BFS Recursive,0,10,16,15,10->6->9->11->14->2->5->7->13->12->15->1->3->8->16,6,15,Matrix
BFS Recursive,0,13,14,3,13->9->14,3,3,Adjacency List
BFS Recursive,0,14,13,2,14->13,4,2,Adjacency List
BFS Recursive,1001,13,14,3,13->9->14,3,3,Matrix
BFS Recursive,0,14,13,3,14->10->13,4,3,Matrix
BFS Recursive,0,1,6,4,1->2->5->6,3,4,Adjacency List
BFS Recursive,0,6,1,6,6->2->5->10->7->1,6,6,Adjacency List
BFS Recursive,0,1,6,5,1->2->5->3->6,3,5,Matrix
BFS Recursive,0,6,1,6,6->2->5->7->10->1,6,6,Matrix
BFS Recursive,0,11,15,4,11->7->10->15,6,4,Adjacency List
BFS Recursive,0,15,11,3,15->14->11,4,3,Adjacency List
BFS Recursive,0,11,15,5,11->7->10->12->15,6,5,Matrix
BFS Recursive,0,15,11,2,15->11,4,2,Matrix
BFS Recursive,0,8,15,12,8->4->7->12->3->6->11->16->2->5->10->15,5,12,Adjacency List
BFS Recursive,0,15,8,12,15->14->11->16->13->10->7->12->9->6->3->8,4,12,Adjacency List
BFS Recursive,0,8,15,12,8->4->7->12->3->6->11->16->2->5->10->15,5,12,Matrix
BFS Recursive,0,15,8,11,15->11->14->16->7->10->12->13->3->6->8,4,11,Matrix
BFS Recursive,0,11,16,11,11->7->10->15->12->3->6->8->9->14->16,6,11,Adjacency List
BFS Recursive,0,16,11,5,16->15->12->14->11,3,5,Adjacency List
BFS Recursive,0,11,16,11,11->7->10->12->15->3->6->8->9->14->16,6,11,Matrix
BFS Recursive,0,16,11,5,16->12->15->8->11,3,5,Matrix
BFS Recursive,0,1,10,7,1->2->5->6->3->9->10,3,7,Adjacency List
BFS Recursive,0,10,1,12,10->6->9->14->11->2->5->7->13->15->12->1,6,12,Adjacency List
BFS Recursive,0,1,10,9,1->2->5->3->6->9->4->7->10,3,9,Matrix
BFS Recursive,0,10,1,12,10->6->9->11->14->2->5->7->13->12->15->1,6,12,Matrix
BFS Recursive,0,11,6,7,11->7->10->15->12->3->6,6,7,Adjacency List
BFS Recursive,0,6,11,10,6->2->5->10->7->1->3->9->14->11,6,10,Adjacency List
BFS Recursive,0,11,6,7,11->7->10->12->15->3->6,6,7,Matrix
BFS Recursive,0,6,11,10,6->2->5->7->10->1->3->9->8->11,6,10,Matrix
BFS Recursive,0,14,11,7,14->13->10->15->9->6->11,4,7,Adjacency List
BFS Recursive,0,11,14,10,11->7->10->15->12->3->6->8->9->14,6,10,Adjacency List
BFS Recursive,0,14,11,7,14->10->13->15->6->9->11,4,7,Matrix
BFS Recursive,0,11,14,10,11->7->10->12->15->3->6->8->9->14,6,10,Matrix
BFS Recursive,0,5,5,1,5,0,1,Adjacency List
BFS Recursive,0,5,5,1,5,0,1,Adjacency List
BFS Recursive,0,5,5,1,5,0,1,Matrix
BFS Recursive,0,5,5,1,5,0,1,Matrix
BFS Recursive,0,2,4,8,2->1->6->3->5->10->7->4,4,8,Adjacency List
BFS Recursive,0,4,2,4,4->3->8->2,3,4,Adjacency List
BFS Recursive,0,2,4,6,2->1->3->6->5->4,4,6,Matrix
BFS Recursive,0,4,2,4,4->3->8->2,3,4,Matrix
BFS Recursive,0,16,2,15,16->15->12->14->11->8->13->10->7->4->9->6->3->5->2,3,15,Adjacency List
BFS Recursive,0,2,16,16,2->1->6->3->5->10->7->4->9->14->11->8->13->15->12->16,4,16,Adjacency List
BFS Recursive,0,16,2,14,16->12->15->8->11->14->4->7->10->13->3->6->9->2,3,14,Matrix
BFS Recursive,0,2,16,16,2->1->3->6->5->4->7->10->9->8->11->14->13->12->15->16,4,16,Matrix
BFS Recursive,0,10,11,5,10->6->9->14->11,6,5,Adjacency List
BFS Recursive,0,11,10,3,11->7->10,6,3,Adjacency List
BFS Recursive,0,10,11,4,10->6->9->11,6,4,Matrix
BFS Recursive,0,11,10,3,11->7->10,6,3,Matrix
BFS Recursive,0,10,10,1,10,0,1,Adjacency List
BFS Recursive,0,10,10,1,10,0,1,Adjacency List
BFS Recursive,0,10,10,1,10,0,1,Matrix
BFS Recursive,0,10,10,1,10,0,1,Matrix
BFS Recursive,0,3,15,11,3->2->7->4->1->6->11->8->5->10->15,4,11,Adjacency List
BFS Recursive,0,15,3,11,15->14->11->16->13->10->7->12->9->6->3,4,11,Adjacency List
BFS Recursive,0,3,15,12,3->2->4->7->1->6->8->11->5->10->12->15,4,12,Matrix
BFS Recursive,0,15,3,9,15->11->14->16->7->10->12->13->3,4,9,Matrix
BFS Recursive,0,5,4,13,5->1->6->9->2->10->7->13->3->14->11->8->4,5,13,Adjacency List
BFS Recursive,0,4,5,11,4->3->8->2->7->12->1->6->11->16->5,3,11,Adjacency List
BFS Recursive,1000,5,4,13,5->1->6->9->2->7->10->13->3->8->11->14->4,5,13,Matrix
BFS Recursive,0,4,5,11,4->3->8->2->7->12->1->6->11->16->5,3,11,Matrix
BFS Recursive,0,7,12,11,7->3->6->11->8->2->4->5->10->15->12,6,11,Adjacency List
BFS Recursive,0,12,7,6,12->8->11->16->4->7,5,6,Adjacency List
BFS Recursive,0,7,12,10,7->3->6->8->11->2->4->5->10->12,6,10,Matrix
BFS Recursive,0,12,7,6,12->8->11->16->4->7,5,6,Matrix
BFS Recursive,0,15,4,15,15->14->11->16->13->10->7->12->9->6->3->8->5->2->4,4,15,Adjacency List
BFS Recursive,0,4,15,13,4->3->8->2->7->12->1->6->11->16->5->10->15,3,13,Adjacency List
BFS Recursive,0,15,4,14,15->11->14->16->7->10->12->13->3->6->8->9->2->4,4,14,Matrix
BFS Recursive,0,4,15,13,4->3->8->2->7->12->1->6->11->16->5->10->15,3,13,Matrix
BFS Recursive,0,10,12,11,10->6->9->14->11->2->5->7->13->15->12,6,11,Adjacency List
BFS Recursive,0,12,10,7,12->8->11->16->4->7->10,5,7,Adjacency List
BFS Recursive,0,10,12,10,10->6->9->11->14->2->5->7->13->12,6,10,Matrix
BFS Recursive,0,12,10,7,12->8->11->16->4->7->10,5,7,Matrix
BFS Recursive,0,7,1,12,7->3->6->11->8->2->4->5->10->15->12->1,6,12,Adjacency List
BFS Recursive,0,1,7,8,1->2->5->6->3->9->10->7,3,8,Adjacency List
BFS Recursive,0,7,1,12,7->3->6->8->11->2->4->5->10->12->15->1,6,12,Matrix
BFS Recursive,0,1,7,8,1->2->5->3->6->9->4->7,3,8,Matrix
BFS Recursive,0,4,1,7,4->3->8->2->7->12->1,3,7,Adjacency List
BFS Recursive,0,1,4,9,1->2->5->6->3->9->10->7->4,3,9,Adjacency List
BFS Recursive,0,4,1,7,4->3->8->2->7->12->1,3,7,Matrix
BFS Recursive,0,1,4,7,1->2->5->3->6->9->4,3,7,Matrix
BFS Recursive,0,12,10,7,12->8->11->16->4->7->10,5,7,Adjacency List
BFS Recursive,0,10,12,11,10->6->9->14->11->2->5->7->13->15->12,6,11,Adjacency List
BFS Recursive,0,12,10,7,12->8->11->16->4->7->10,5,7,Matrix
BFS Recursive,0,10,12,10,10->6->9->11->14->2->5->7->13->12,6,10,Matrix
BFS Recursive,0,16,16,1,16,0,1,Adjacency List
BFS Recursive,0,16,16,1,16,0,1,Adjacency List
BFS Recursive,0,16,16,1,16,0,1,Matrix
BFS Recursive,0,16,16,1,16,0,1,Matrix
BFS Recursive,0,8,5,10,8->4->7->12->3->6->11->16->2->5,5,10,Adjacency List
BFS Recursive,0,5,8,12,5->1->6->9->2->10->7->13->3->14->11->8,5,12,Adjacency List
BFS Recursive,0,8,5,10,8->4->7->12->3->6->11->16->2->5,5,10,Matrix
BFS Recursive,0,5,8,10,5->1->6->9->2->7->10->13->3->8,5,10,Matrix
BFS Recursive,0,5,16,16,5->1->6->9->2->10->7->13->3->14->11->8->4->15->12->16,5,16,Adjacency List
BFS Recursive,0,16,5,14,16->15->12->14->11->8->13->10->7->4->9->6->3->5,3,14,Adjacency List
BFS Recursive,0,5,16,16,5->1->6->9->2->7->10->13->3->8->11->14->4->12->15->16,5,16,Matrix
BFS Recursive,0,16,5,15,16->12->15->8->11->14->4->7->10->13->3->6->9->2->5,3,15,Matrix
BFS Recursive,0,13,8,15,13->9->14->5->10->15->1->6->11->16->2->7->12->3->8,3,15,Adjacency List
BFS Recursive,0,8,13,16,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14->13,5,16,Adjacency List
BFS Recursive,0,13,8,15,13->9->14->5->10->15->1->6->11->16->2->7->12->3->8,3,15,Matrix
BFS Recursive,0,8,13,16,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14->13,5,16,Matrix
BFS Recursive,0,2,4,8,2->1->6->3->5->10->7->4,4,8,Adjacency List
BFS Recursive,0,4,2,4,4->3->8->2,3,4,Adjacency List
BFS Recursive,0,2,4,6,2->1->3->6->5->4,4,6,Matrix
BFS Recursive,0,4,2,4,4->3->8->2,3,4,Matrix
BFS Recursive,0,15,12,8,15->14->11->16->13->10->7->12,4,8,Adjacency List
BFS Recursive,0,12,15,8,12->8->11->16->4->7->10->15,5,8,Adjacency List
BFS Recursive,0,15,12,7,15->11->14->16->7->10->12,4,7,Matrix
BFS Recursive,0,12,15,8,12->8->11->16->4->7->10->15,5,8,Matrix
BFS Recursive,0,15,5,13,15->14->11->16->13->10->7->12->9->6->3->8->5,4,13,Adjacency List
BFS Recursive,0,5,15,14,5->1->6->9->2->10->7->13->3->14->11->8->4->15,5,14,Adjacency List
BFS Recursive,1000,15,5,15,15->11->14->16->7->10->12->13->3->6->8->9->2->4->5,4,15,Matrix
BFS Recursive,0,5,15,15,5->1->6->9->2->7->10->13->3->8->11->14->4->12->15,5,15,Matrix
BFS Recursive,0,2,14,10,2->1->6->3->5->10->7->4->9->14,4,10,Adjacency List
BFS Recursive,0,14,2,10,14->13->10->15->9->6->11->16->5->2,4,10,Adjacency List
BFS Recursive,0,2,14,12,2->1->3->6->5->4->7->10->9->8->11->14,4,12,Matrix
BFS Recursive,0,14,2,9,14->10->13->15->6->9->11->16->2,4,9,Matrix
BFS Recursive,0,1,4,9,1->2->5->6->3->9->10->7->4,3,9,Adjacency List
BFS Recursive,0,4,1,7,4->3->8->2->7->12->1,3,7,Adjacency List
BFS Recursive,0,1,4,7,1->2->5->3->6->9->4,3,7,Matrix
BFS Recursive,0,4,1,7,4->3->8->2->7->12->1,3,7,Matrix
BFS Recursive,0,5,7,7,5->1->6->9->2->10->7,5,7,Adjacency List
BFS Recursive,0,7,5,8,7->3->6->11->8->2->4->5,6,8,Adjacency List
BFS Recursive,0,5,7,6,5->1->6->9->2->7,5,6,Matrix
BFS Recursive,0,7,5,8,7->3->6->8->11->2->4->5,6,8,Matrix
BFS Recursive,0,15,14,2,15->14,4,2,Adjacency List
BFS Recursive,0,14,15,4,14->13->10->15,4,4,Adjacency List
BFS Recursive,0,15,14,3,15->11->14,4,3,Matrix
BFS Recursive,0,14,15,4,14->10->13->15,4,4,Matrix
BFS Recursive,0,16,15,2,16->15,3,2,Adjacency List
BFS Recursive,0,15,16,4,15->14->11->16,4,4,Adjacency List
BFS Recursive,0,16,15,3,16->12->15,3,3,Matrix
BFS Recursive,0,15,16,4,15->11->14->16,4,4,Matrix
BFS Recursive,0,3,16,15,3->2->7->4->1->6->11->8->5->10->15->12->9->14->16,4,15,Adjacency List
BFS Recursive,0,16,3,13,16->15->12->14->11->8->13->10->7->4->9->6->3,3,13,Adjacency List
BFS Recursive,0,3,16,15,3->2->4->7->1->6->8->11->5->10->12->15->9->14->16,4,15,Matrix
BFS Recursive,0,16,3,11,16->12->15->8->11->14->4->7->10->13->3,3,11,Matrix
BFS Recursive,0,9,13,4,9->5->10->13,5,4,Adjacency List
BFS Recursive,0,13,9,2,13->9,3,2,Adjacency List
BFS Recursive,0,9,13,4,9->5->10->13,5,4,Matrix
BFS Recursive,0,13,9,2,13->9,3,2,Matrix
BFS Recursive,0,3,13,16,3->2->7->4->1->6->11->8->5->10->15->12->9->14->16->13,4,16,Adjacency List
BFS Recursive,0,13,3,14,13->9->14->5->10->15->1->6->11->16->2->7->12->3,3,14,Adjacency List
BFS Recursive,0,3,13,16,3->2->4->7->1->6->8->11->5->10->12->15->9->14->16->13,4,16,Matrix
BFS Recursive,0,13,3,14,13->9->14->5->10->15->1->6->11->16->2->7->12->3,3,14,Matrix
BFS Recursive,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,3,11,Adjacency List
BFS Recursive,0,2,13,13,2->1->6->3->5->10->7->4->9->14->11->8->13,4,13,Adjacency List
BFS Recursive,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,3,11,Matrix
BFS Recursive,0,2,13,13,2->1->3->6->5->4->7->10->9->8->11->14->13,4,13,Matrix
BFS Recursive,0,1,14,11,1->2->5->6->3->9->10->7->4->13->14,3,11,Adjacency List
BFS Recursive,0,14,1,13,14->13->10->15->9->6->11->16->5->2->7->12->1,4,13,Adjacency List
BFS Recursive,0,1,14,13,1->2->5->3->6->9->4->7->10->13->8->11->14,3,13,Matrix
BFS Recursive,0,14,1,13,14->10->13->15->6->9->11->16->2->5->7->12->1,4,13,Matrix
BFS Recursive,0,14,8,15,14->13->10->15->9->6->11->16->5->2->7->12->1->3->8,4,15,Adjacency List
BFS Recursive,0,8,14,15,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14,5,15,Adjacency List
BFS Recursive,0,14,8,15,14->10->13->15->6->9->11->16->2->5->7->12->1->3->8,4,15,Matrix
BFS Recursive,0,8,14,15,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14,5,15,Matrix
BFS Recursive,0,15,9,9,15->14->11->16->13->10->7->12->9,4,9,Adjacency List
BFS Recursive,0,9,15,11,9->5->10->13->1->6->14->11->2->7->15,5,11,Adjacency List
BFS Recursive,0,15,9,12,15->11->14->16->7->10->12->13->3->6->8->9,4,12,Matrix
BFS Recursive,0,9,15,12,9->5->10->13->1->6->11->14->2->7->12->15,5,12,Matrix
BFS Recursive,0,8,5,10,8->4->7->12->3->6->11->16->2->5,5,10,Adjacency List
BFS Recursive,0,5,8,12,5->1->6->9->2->10->7->13->3->14->11->8,5,12,Adjacency List
BFS Recursive,0,8,5,10,8->4->7->12->3->6->11->16->2->5,5,10,Matrix
BFS Recursive,995,5,8,10,5->1->6->9->2->7->10->13->3->8,5,10,Matrix
BFS Recursive,0,7,6,3,7->3->6,6,3,Adjacency List
BFS Recursive,0,6,7,5,6->2->5->10->7,6,5,Adjacency List
BFS Recursive,0,7,6,3,7->3->6,6,3,Matrix
BFS Recursive,0,6,7,4,6->2->5->7,6,4,Matrix
BFS Recursive,0,8,4,2,8->4,5,2,Adjacency List
BFS Recursive,0,4,8,3,4->3->8,3,3,Adjacency List
BFS Recursive,0,8,4,2,8->4,5,2,Matrix
BFS Recursive,0,4,8,3,4->3->8,3,3,Matrix
BFS Recursive,0,10,14,4,10->6->9->14,6,4,Adjacency List
BFS Recursive,0,14,10,3,14->13->10,4,3,Adjacency List
BFS Recursive,0,10,14,5,10->6->9->11->14,6,5,Matrix
BFS Recursive,0,14,10,2,14->10,4,2,Matrix
BFS Recursive,0,15,5,13,15->14->11->16->13->10->7->12->9->6->3->8->5,4,13,Adjacency List
BFS Recursive,0,5,15,14,5->1->6->9->2->10->7->13->3->14->11->8->4->15,5,14,Adjacency List
BFS Recursive,0,15,5,15,15->11->14->16->7->10->12->13->3->6->8->9->2->4->5,4,15,Matrix
BFS Recursive,0,5,15,15,5->1->6->9->2->7->10->13->3->8->11->14->4->12->15,5,15,Matrix
BFS Recursive,0,7,4,7,7->3->6->11->8->2->4,6,7,Adjacency List
BFS Recursive,0,4,7,5,4->3->8->2->7,3,5,Adjacency List
BFS Recursive,0,7,4,7,7->3->6->8->11->2->4,6,7,Matrix
BFS Recursive,0,4,7,5,4->3->8->2->7,3,5,Matrix
BFS Recursive,0,3,3,1,3,0,1,Adjacency List
BFS Recursive,0,3,3,1,3,0,1,Adjacency List
BFS Recursive,0,3,3,1,3,0,1,Matrix
BFS Recursive,0,3,3,1,3,0,1,Matrix
BFS Recursive,0,14,8,15,14->13->10->15->9->6->11->16->5->2->7->12->1->3->8,4,15,Adjacency List
BFS Recursive,0,8,14,15,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14,5,15,Adjacency List
BFS Recursive,0,14,8,15,14->10->13->15->6->9->11->16->2->5->7->12->1->3->8,4,15,Matrix
BFS Recursive,0,8,14,15,8->4->7->12->3->6->11->16->2->5->10->15->1->9->14,5,15,Matrix
BFS Iterative,0,6,7,5,6->2->5->10->7,48,16,Adjacency List
BFS Iterative,0,7,6,3,7->3->6,48,16,Adjacency List
BFS Iterative,0,6,7,4,6->2->5->7,48,16,Matrix
BFS Iterative,0,7,6,3,7->3->6,48,16,Matrix
BFS Iterative,0,6,10,4,6->2->5->10,48,16,Adjacency List
BFS Iterative,0,10,6,2,10->6,48,16,Adjacency List
BFS Iterative,0,6,10,5,6->2->5->7->10,48,16,Matrix
BFS Iterative,0,10,6,2,10->6,48,16,Matrix
BFS Iterative,0,12,11,3,12->8->11,61,16,Adjacency List
BFS Iterative,0,11,12,5,11->7->10->15->12,48,16,Adjacency List
BFS Iterative,0,12,11,3,12->8->11,61,16,Matrix
BFS Iterative,0,11,12,4,11->7->10->12,48,16,Matrix
BFS Iterative,0,12,12,1,12,61,16,Adjacency List
BFS Iterative,0,12,12,1,12,61,16,Adjacency List
BFS Iterative,0,12,12,1,12,61,16,Matrix
BFS Iterative,0,12,12,1,12,61,16,Matrix
BFS Iterative,0,7,2,6,7->3->6->11->8->2,48,16,Adjacency List
BFS Iterative,0,2,7,7,2->1->6->3->5->10->7,68,16,Adjacency List
BFS Iterative,0,7,2,6,7->3->6->8->11->2,48,16,Matrix
BFS Iterative,0,2,7,7,2->1->3->6->5->4->7,68,16,Matrix
BFS Iterative,0,12,11,3,12->8->11,61,16,Adjacency List
BFS Iterative,0,11,12,5,11->7->10->15->12,48,16,Adjacency List
BFS Iterative,0,12,11,3,12->8->11,61,16,Matrix
BFS Iterative,999,11,12,4,11->7->10->12,48,16,Matrix
BFS Iterative,0,5,6,3,5->1->6,61,16,Adjacency List
BFS Iterative,0,6,5,3,6->2->5,48,16,Adjacency List
BFS Iterative,0,5,6,3,5->1->6,61,16,Matrix
BFS Iterative,0,6,5,3,6->2->5,48,16,Matrix
BFS Iterative,0,5,15,14,5->1->6->9->2->10->7->13->3->14->11->8->4->15,61,16,Adjacency List
BFS Iterative,0,15,5,13,15->14->11->16->13->10->7->12->9->6->3->8->5,68,16,Adjacency List
BFS Iterative,0,5,15,15,5->1->6->9->2->7->10->13->3->8->11->14->4->12->15,61,16,Matrix
BFS Iterative,0,15,5,15,15->11->14->16->7->10->12->13->3->6->8->9->2->4->5,68,16,Matrix
BFS Iterative,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,102,16,Adjacency List
BFS Iterative,0,2,13,13,2->1->6->3->5->10->7->4->9->14->11->8->13,68,16,Adjacency List
BFS Iterative,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,102,16,Matrix
BFS Iterative,0,2,13,13,2->1->3->6->5->4->7->10->9->8->11->14->13,68,16,Matrix
BFS Iterative,0,9,1,5,9->5->10->13->1,61,16,Adjacency List
BFS Iterative,0,1,9,6,1->2->5->6->3->9,102,16,Adjacency List
BFS Iterative,0,9,1,5,9->5->10->13->1,61,16,Matrix
BFS Iterative,0,1,9,6,1->2->5->3->6->9,102,16,Matrix
BFS Iterative,0,5,2,5,5->1->6->9->2,61,16,Adjacency List
BFS Iterative,0,2,5,5,2->1->6->3->5,68,16,Adjacency List
BFS Iterative,0,5,2,5,5->1->6->9->2,61,16,Matrix
BFS Iterative,0,2,5,5,2->1->3->6->5,68,16,Matrix
BFS Iterative,0,2,13,13,2->1->6->3->5->10->7->4->9->14->11->8->13,68,16,Adjacency List
BFS Iterative,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,102,16,Adjacency List
BFS Iterative,0,2,13,13,2->1->3->6->5->4->7->10->9->8->11->14->13,68,16,Matrix
BFS Iterative,0,13,2,11,13->9->14->5->10->15->1->6->11->16->2,102,16,Matrix
BFS Iterative,0,7,7,1,7,48,16,Adjacency List
BFS Iterative,0,7,7,1,7,48,16,Adjacency List
BFS Iterative,0,7,7,1,7,48,16,Matrix
BFS Iterative,0,7,7,1,7,48,16,Matrix
BFS Iterative,0,11,8,8,11->7->10->15->12->3->6->8,48,16,Adjacency List
BFS Iterative,0,8,11,7,8->4->7->12->3->6->11,61,16,Adjacency List
BFS Iterative,0,11,8,8,11->7->10->12->15->3->6->8,48,16,Matrix
BFS Iterative,1002,8,11,7,8->4->7->12->3->6->11,61,16,Matrix
BFS Iterative,0,6,15,14,6->2->5->10->7->1->3->9->14->11->8->4->13->15,48,16,Adjacency List
BFS Iterative,0,15,6,10,15->14->11->16->13->10->7->12->9->6,68,16,Adjacency List
BFS Iterative,0,6,15,15,6->2->5->7->10->1->3->9->8->11->14->4->13->12->15,48,16,Matrix
BFS Iterative,0,15,6,10,15->11->14->16->7->10->12->13->3->6,68,16,Matrix
BFS Iterative,0,13,3,14,13->9->14->5->10->15->1->6->11->16->2->7->12->3,102,16,Adjacency List
BFS Iterative,0,3,13,16,3->2->7->4->1->6->11->8->5->10->15->12->9->14->16->13,68,16,Adjacency List
BFS Iterative,0,13,3,14,13->9->14->5->10->15->1->6->11->16->2->7->12->3,102,16,Matrix
BFS Iterative,0,3,13,16,3->2->4->7->1->6->8->11->5->10->12->15->9->14->16->13,68,16,Matrix
BFS Iterative,0,12,4,5,12->8->11->16->4,61,16,Adjacency List
BFS Iterative,0,4,12,6,4->3->8->2->7->12,102,16,Adjacency List
BFS Iterative,0,12,4,5,12->8->11->16->4,61,16,Matrix
BFS Iterative,0,4,12,6,4->3->8->2->7->12,102,16,Matrix
BFS Iterative,0,9,1,5,9->5->10->13->1,61,16,Adjacency List
BFS Iterative,0,1,9,6,1->2->5->6->3->9,102,16,Adjacency List
BFS Iterative,0,9,1,5,9->5->10->13->1,61,16,Matrix
BFS Iterative,0,1,9,6,1->2->5->3->6->9,102,16,Matrix
BFS Iterative,0,5,3,9,5->1->6->9->2->10->7->13->3,61,16,Adjacency List
BFS Iterative,0,3,5,9,3->2->7->4->1->6->11->8->5,68,16,Adjacency List
BFS Iterative,0,5,3,9,5->1->6->9->2->7->10->13->3,61,16,Matrix
BFS Iterative,0,3,5,9,3->2->4->7->1->6->8->11->5,68,16,Matrix
BFS Iterative,0,6,5,3,6->2->5,48,16,Adjacency List
BFS Iterative,0,5,6,3,5->1->6,61,16,Adjacency List
BFS Iterative,0,6,5,3,6->2->5,48,16,Matrix
BFS Iterative,0,5,6,3,5->1->6,61,16,Matrix
BFS Iterative,0,1,1,1,1,102,16,Adjacency List
BFS Iterative,0,1,1,1,1,102,16,Adjacency List
BFS Iterative,0,1,1,1,1,102,16,Matrix
BFS Iterative,998,1,1,1,1,102,16,Matrix
BFS Iterative,0,11,16,11,11->7->10->15->12->3->6->8->9->14->16,48,16,Adjacency List
BFS Iterative,0,16,11,5,16->15->12->14->11,102,16,Adjacency List
BFS Iterative,0,11,16,11,11->7->10->12->15->3->6->8->9->14->16,48,16,Matrix
BFS Iterative,0,16,11,5,16->12->15->8->11,102,16,Matrix
BFS Iterative,0,5,9,4,5->1->6->9,61,16,Adjacency List
BFS Iterative,0,9,5,2,9->5,61,16,Adjacency List
BFS Iterative,0,5,9,4,5->1->6->9,61,16,Matrix
BFS Iterative,0,9,5,2,9->5,61,16,Matrix
BFS Iterative,0,15,10,6,15->14->11->16->13->10,68,16,Adjacency List
BFS Iterative,0,10,15,10,10->6->9->14->11->2->5->7->13->15,48,16,Adjacency List
BFS Iterative,0,15,10,6,15->11->14->16->7->10,68,16,Matrix
BFS Iterative,0,10,15,11,10->6->9->11->14->2->5->7->13->12->15,48,16,Matrix
BFS Iterative,0,4,9,14,4->3->8->2->7->12->1->6->11->16->5->10->15->9,102,16,Adjacency List
BFS Iterative,0,9,4,16,9->5->10->13->1->6->14->11->2->7->15->12->3->8->16->4,61,16,Adjacency List
